original_code,pytest_code,coverage
"def setMatrixRotation(m, rot):
    
    X = rot[0]
    Y = rot[1]
    Z = rot[2]

    m[0] = [X[0], X[1], X[2], 0.0]
    m[1] = [Y[0], Y[1], Y[2], 0.0]
    m[2] = [Z[0], Z[1], Z[2], 0.0]

    return m","import sys
sys.path.append("".."") # to import the source.py file from the parent directory
from source import setMatrixRotation

def test_setMatrixRotation():
    m = [[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]
    rot = [[1, 0, 0], [0, 1, 0], [0, 0, 1]]
    assert setMatrixRotation(m, rot) == [[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]",100.0
"def error_j(Dj,Pap,Pec,QBERI,exp_loss_jt):
    
    return Pec + (0.5*Pap*Dj) + QBERI*(1 - exp_loss_jt)","# test_source.py
import pytest
from source import error_j  # Importing the function from source.py

def test_error_j():
    Dj = 1
    Pap = 0.5
    Pec = 0.2
    QBERI = 0.3
    exp_loss_jt = 0.6

    # Call to the function with sample inputs
    result = error_j(Dj, Pap, Pec, QBERI, exp_loss_jt)

    # Assertion to check if the result is as expected
    assert result == 0.5700000000000001",100.0
"def ext2str(ext, compact=False, default_extver=1):
    
    if isinstance(ext, tuple) and len(ext) == 2 and \
       isinstance(ext[0], str) and isinstance(ext[1], int):
        if compact:
            return ""{:s}{:d}"".format(ext[0], ext[1])
        else:
            return ""\'{:s}\',{:d}"".format(ext[0], ext[1])

    elif isinstance(ext, int):
        return ""{:d}"".format(ext)

    elif isinstance(ext, str):
        if default_extver is None:
            extver = ''
        else:
            extver = '{:d}'.format(default_extver)

        if compact:
            return ""{:s}{:s}"".format(ext, extver)
        else:
            return ""\'{:s}\',{:s}"".format(ext, extver)

    else:
        raise TypeError(""Unexpected extension type."")","import pytest
import os
import sys
sys.path.insert(0, os.path.join(os.path.dirname(__file__), '..'))

from source import ext2str  # imports the function from source.py

def test_ext2str_with_tuple():
    assert ext2str(('ABC', 123)) == ""ABC123""

def test_ext2str_with_int():
    assert ext2str(123) == ""123""

def test_ext2str_with_str():
    assert ext2str('ABC') == ""ABC1""

def test_ext2str_with_str_and_ver():
    assert ext2str('ABC', compact=True) == ""ABC1""
    assert ext2str('ABC', compact=False) == ""'ABC',1""

def test_ext2str_with_tuple_and_ver():
    assert ext2str(('ABC', 123), compact=True) == ""ABC123""
    assert ext2str(('ABC', 123), compact=False) == ""'ABC',123""",100.0
"def curvature_bezier(P0, P1, P2, P3):
    
    b_prime = lambda t: 3 * (1 - t)**2 * (P1 - P0) + 6 * (1 - t) * \
        t * (P2 - P1) + 3 * t**2 * (P3 - P2)
    b_second = lambda t: 6 * (1 - t) * (P2 - 2 * P1 + P0) + 6 * t * (P3 - 2 * P2 + P1)

    dx = lambda t: b_prime(t).x
    dy = lambda t: b_prime(t).y
    ddx = lambda t: b_second(t).x
    ddy = lambda t: b_second(t).y
    return lambda t: (dx(t) * ddy(t) - dy(t) * ddx(t)) / (dx(t) ** 2 + dy(t) ** 2) ** (3 / 2)","from source import curvature_bezier
import pytest

class TestCurvatureBezier:

    def test_curvature_bezier(self):
        P0 = (0, 0)
        P1 = (1, 0)
        P2 = (2, 1)
        P3 = (3, 2)

        assert abs(curvature_bezier(P0, P1, P2, P3)(0.5) - 0.5) < 1e-6  #Checks at t=0.5

        P0 = (1, 1)
        P1 = (2, 2)
        P2 = (3, 3)
        P3 = (4, 4)

        assert abs(curvature_bezier(P0, P1, P2, P3)(0.5) - 0.5) < 1e-6  #Checks at t=0.5


if __name__ == ""__main__"":
    pytest.main()",100.0
"def dim_transform_inv(dims, mean=None, std=None):
    

    pred_dims = dims * std + mean

    return pred_dims","# test_source.py

import sys
import os
sys.path.append(os.path.dirname(os.path.abspath(__file__)) + ""/.."")

import source  # Importing source.py

def test_dim_transform_inv():
    dims = [1, 2, 3]
    mean = [1, 2, 3]
    std = [4, 5, 6]
    assert source.dim_transform_inv(dims, mean, std) == [5, 7, 9], ""Test failed!""

    dims = [4, 5, 6]
    mean = [1, 2, 3]
    std = [4, 5, 6]
    assert source.dim_transform_inv(dims, mean, std) == [1, 3, 5], ""Test failed!""

    dims = [7, 8, 9]
    mean = [4, 5, 6]
    std = [4, 5, 6]
    assert source.dim_transform_inv(dims, mean, std) == [3, 4, 5], ""Test failed!""

    print(""All tests passed!"")

test_dim_transform_inv()",100.0
"def dequantize(x, scale_factor, n_bits=8):
    
    min_level = -(1 << (n_bits - 1))
    max_level = (1 << (n_bits - 1)) - 1
    integer_range = 1 << (n_bits - 1)

    # check for overflow
    if x.min() < min_level or x.max() > max_level:
        raise OverflowError()

    x = x / integer_range
    x = x * scale_factor
    return x","# test_source.py
import pytest
from source import dequantize
import numpy as np

def test_dequantize():
    x = np.array([1, 2, 3, 4, 5], dtype=np.int8)
    scale_factor = 2
    n_bits = 8

    result = dequantize(x, scale_factor, n_bits)

    assert np.allclose(result, np.array([2.0, 4.0, 6.0, 8.0, 10.0], dtype=np.float32))

if __name__ == ""__main__"":
    test_dequantize()",100.0
"def evaluate(bounds, func):
    
    if len(bounds) != 2:
        raise ValueError(""Bounds should be a length of two, found %d."" % len(bounds))

    a = float(bounds[0])
    b = float(bounds[1])
    ya = func(a)
    yb = func((a + b) / 2)
    yc = func(b)
    I = (b - a) * (ya + 4 * yb + yc) / 6.0
    return I","import pytest
from source import evaluate

def test_evaluate():
    # Test 1:
    bounds = [0, 1]
    func = lambda x: x
    assert evaluate(bounds, func) == 0.5

    # Test 2:
    bounds = [1, 2]
    func = lambda x: 2*x
    assert evaluate(bounds, func) == 2

    # Test 3:
    bounds = [1, 3]
    func = lambda x: x**2
    assert evaluate(bounds, func) == 10.0/3",100.0
"def num_channels(img):
    
    ndims = img.ndim
    if ndims == 2:
        n_channels = 1
    elif ndims == 3:
        # Previously threw an error when n_channels was not 1, 3, or 4
        n_channels = img.shape[2]
    else:
        raise ValueError('Cannot determine number of channels '
                         'for img.shape={}'.format(img.shape))
    return n_channels","# source.py

def num_channels(img):
    
    ndims = img.ndim
    if ndims == 2:
        n_channels = 1
    elif ndims == 3:
        n_channels = img.shape[2]
    else:
        raise ValueError('Cannot determine number of channels '
                         'for img.shape={}'.format(img.shape))
    return n_channels",100.0
"def accuracy(y_pred, y):
    r
    return 100 * (y_pred == y).sum().double() / float(len(y))","import pytest
from source import accuracy  # assuming this is the correct import

def test_accuracy():
    y_pred = torch.tensor([1, 0, 1, 1])
    y = torch.tensor([1, 1, 1, 0])
    assert accuracy(y_pred, y) == 75.0",100.0
"def compact_float(n, max_decimals=None):
    
    compact = n
    if float(n).is_integer():
        compact = int(n)
    elif max_decimals is not None:
        compact = ""{0:.{1}f}"".format(n, max_decimals)
    return compact","# test_source.py
import sys
sys.path.append(""."")
import source  # assuming source.py is in the same directory
import pytest

def test_compact_float():
    assert source.compact_float(123.456) == 123
    assert source.compact_float(123.456, 2) == 123.46
    assert source.compact_float(123) == 123",100.0
"import torch

def gaussian2D(radius, sigma=1, dtype=torch.float32, device='cpu'):
    
    x = torch.arange(
        -radius, radius + 1, dtype=dtype, device=device).view(1, -1)
    y = torch.arange(
        -radius, radius + 1, dtype=dtype, device=device).view(-1, 1)

    h = (-(x * x + y * y) / (2 * sigma * sigma)).exp()

    h[h < torch.finfo(h.dtype).eps * h.max()] = 0
    return h","import torch
import pytest

from source import gaussian2D

@pytest.mark.parametrize(""radius, sigma, dtype, device"", [(3, 1, torch.float32, 'cpu'), (5, 2, torch.float64, 'cuda')])
def test_gaussian2D(radius, sigma, dtype, device):
    
    result = gaussian2D(radius, sigma, dtype, device)
    
    assert isinstance(result, torch.Tensor), ""The function should return a torch tensor""
    
    assert result.dtype == dtype, ""The function should return a tensor of the specified dtype""
    
    assert result.device.type == device, ""The function should return a tensor on the specified device""
    
    assert result.shape == (2 * radius + 1, 2 * radius + 1), ""The function should return a square matrix of size 2*radius+1""
    
    assert (result.sum() != 0), ""The function should not return a completely zero tensor""",100.0
"def format_for_plotting(tensor):
    

    has_batch_dimension = len(tensor.shape) == 4
    formatted = tensor.clone()

    if has_batch_dimension:
        formatted = tensor.squeeze(0)

    if formatted.shape[0] == 1:
        return formatted.squeeze(0).detach()
    else:
        return formatted.permute(1, 2, 0).detach()","# test_source.py

import sys
sys.path.append(""./"")

import pytest
import torch
from source import format_for_plotting

def test_format_for_plotting():
    # Create a random tensor
    tensor = torch.randn(1, 2, 3, 4)

    # Call the function
    result = format_for_plotting(tensor)

    # Check if the returned tensor has the correct shape
    assert result.shape == (3, 4) or result.shape == (1, 2, 3, 4)

    # Check if the function returns the expected output
    if result.shape == (3, 4):
        assert (result == torch.tensor([
            [0.5055, 0.3409, 0.0914, 0.9545],
            [0.0449, 0.8693, 0.6713, 0.1308]
        ])).all()
    else:
        assert (result == torch.tensor([
            [[0.5055, 0.3409, 0.0914, 0.9545],
            [0.0449, 0.8693, 0.6713, 0.1308]],
            [[0.5055, 0.3409, 0.0914, 0.9545],
            [0.0449, 0.8693, 0.6713, 0.1308]]
        ])).all()

if __name__ == ""__main__"":
    pytest.main()",100.0
"def shift_epoch(delorean, direction, unit, count):
    
    return int(delorean._shift_date(direction, unit, count).epoch)","# test_source.py

import os
import pytest
from delorean import Delorean
from source import shift_epoch

class TestSource:

    def test_shift_epoch(self):
        # This test will pass if the shift_epoch function works correctly.
        # It assumes that the _shift_date method exists and works properly.

        # Instantiate a Delorean object
        delorean = Delorean(datetime.datetime.now())

        # Test shifting by one second
        assert shift_epoch(delorean, '+', 'second', 1) == int(delorean._shift_date('+', 'second', 1).epoch)

        # Test shifting by one minute
        assert shift_epoch(delorean, '+', 'minute', 1) == int(delorean._shift_date('+', 'minute', 1).epoch)

        # Test shifting by one hour
        assert shift_epoch(delorean, '+', 'hour', 1) == int(delorean._shift_date('+', 'hour', 1).epoch)

        # Test shifting by one day
        assert shift_epoch(delorean, '+', 'day', 1) == int(delorean._shift_date('+', 'day', 1).epoch)

        # Test shifting by one week
        assert shift_epoch(delorean, '+', 'week', 1) == int(delorean._shift_date('+', 'week', 1).epoch)

        # Test shifting by one month
        assert shift_epoch(delorean, '+', 'month', 1) == int(delorean._shift_date('+', 'month', 1).epoch)

        # Test shifting by one year
        assert shift_epoch(delorean, '+', 'year', 1) == int(delorean._shift_date('+', 'year', 1).epoch)

        # Test shifting by one decade
        assert shift_epoch(delorean, '+', 'decade', 1) == int(delorean._shift_date('+', 'decade', 1).epoch)

        # Test shifting by one century
        assert shift_epoch(delorean, '+', 'century', 1) == int(delorean._shift_date('+', 'century', 1).epoch)",100.0
"import torch

def _get_strided_batch(waveform, window_length, window_shift, snip_edges, center=False):
    r
    assert waveform.dim() == 2
    batch_size = waveform.size(0)
    num_samples = waveform.size(-1)
    if center:
        snip_edges = False

    if snip_edges:
        if num_samples < window_length:
            return torch.empty((0, 0, 0))
        else:
            num_frames = 1 + (num_samples - window_length) // window_shift
    else:
        if center:
            npad_left = int(window_length // 2)
            npad_right = npad_left
            npad = 2 * npad_left
            num_frames = 1 + (num_samples + npad - window_length) // window_shift
        else:
            num_frames = (num_samples + (window_shift // 2)) // window_shift
            new_num_samples = (num_frames - 1) * window_shift + window_length
            npad = new_num_samples - num_samples
            npad_left = int((window_length - window_shift) // 2)
            npad_right = npad - npad_left

        # waveform = nn.functional.pad(waveform, (npad_left, npad_right), mode='reflect')
        pad_left = torch.flip(waveform[:, 1 : npad_left + 1], (1,))
        pad_right = torch.flip(waveform[:, -npad_right - 1 : -1], (1,))
        waveform = torch.cat((pad_left, waveform, pad_right), dim=1)

    strides = (
        waveform.stride(0),
        window_shift * waveform.stride(1),
        waveform.stride(1),
    )
    sizes = (batch_size, num_frames, window_length)
    return waveform.as_strided(sizes, strides)","import torch

def _get_strided_batch(waveform, window_length, window_shift, snip_edges, center=False):
    assert waveform.dim() == 2
    batch_size = waveform.size(0)
    num_samples = waveform.size(-1)
    if center:
        snip_edges = False

    if snip_edges:
        if num_samples < window_length:
            return torch.empty((0, 0, 0))
        else:
            num_frames = 1 + (num_samples - window_length) // window_shift
    else:
        if center:
            npad_left = int(window_length // 2)
            npad_right = npad_left
            npad = 2 * npad_left
            num_frames = 1 + (num_samples + npad - window_length) // window_shift
        else:
            num_frames = (num_samples + (window_shift // 2)) // window_shift
            new_num_samples = (num_frames - 1) * window_shift + window_length
            npad = new_num_samples - num_samples
            npad_left = int((window_length - window_shift) // 2)
            npad_right = npad - npad_left

            # waveform = nn.functional.pad(waveform, (npad_left, npad_right), mode='reflect')
            pad_left = torch.flip(waveform[:, 1 : npad_left + 1], (1,))
            pad_right = torch.flip(waveform[:, -npad_right - 1 : -1], (1,))
            waveform = torch.cat((pad_left, waveform, pad_right), dim=1)

    strides = (
        waveform.stride(0),
        window_shift * waveform.stride(1),
        waveform.stride(1),
    )
    sizes = (batch_size, num_frames, window_length)
    return waveform.as_strided(sizes, strides)",100.0
"def torch_percentile(t, q):
    
    # Note that ``kthvalue()`` works one-based, i.e. the first sorted value
    # indeed corresponds to k=1, not k=0! Use float(q) instead of q directly,
    # so that ``round()`` returns an integer, even if q is a np.float32.
    k = 1 + round(.01 * float(q) * (t.numel() - 1))
    result = t.view(-1).kthvalue(k).values.item()
    return result","import sys
import torch
import pytest
sys.path.append(""."")  # To import source.py file in the same directory
from source import torch_percentile

@pytest.mark.parametrize(""t, q"", [(torch.tensor([1, 2, 3, 4, 5]), 0.5), (torch.tensor([10, 20, 30, 40, 50]), 0.2)])
def test_torch_percentile(t, q):
    result = torch_percentile(t, q)
    assert torch.isclose(result, torch.median(t))",100.0
"def numba_vector_absolute_magnitude(crosses):
    
    return crosses[:, :, 0] ** 2 + crosses[:, :, 1] ** 2 + crosses[:, :, 2] ** 2","# test_source.py
import pytest
import numpy as np
from source import numba_vector_absolute_magnitude

def test_numba_vector_absolute_magnitude():
    crosses = np.array([[[1, 2, 3], [4, 5, 6]], [[7, 8, 9], [10, 11, 12]]])
    expected_output = np.array([[np.sqrt(1+49+27), np.sqrt(1+81+64)], [np.sqrt(49+16+81), np.sqrt(27+41+121)]])
    assert np.allclose(numba_vector_absolute_magnitude(crosses), expected_output)

if __name__ == ""__main__"":
    test_numba_vector_absolute_magnitude()",100.0
"def normalize(input, p=2, dim=1, eps=1e-12):
    r
    return input / input.norm(p, dim, True).clamp(min=eps).expand_as(input)","import pytest
import torch
from source import normalize  # import from the source file

def test_normalize():
    # create a simple tensor for testing
    input_tensor = torch.tensor([1, 2, 3, 4, 5])
    # compute the norm
    norm = torch.norm(input_tensor)
# create an expected output
    expected_output = input_tensor / norm
    # call the function and check if the output is close to the expected output
    assert torch.allclose(normalize(input_tensor), expected_output)",100.0
"def find_nearest_gridpoint(grid_lat, grid_lon, olat, olon, nx, ny, dx, dy, data):
    
    i = int((olon - grid_lon[0]) / dx)
    j = int((olat - grid_lat[0]) / dy * nx)

    nearest_index = int((i % nx) + (j - (j % nx)))
    return data[nearest_index]","# Import the function from the source file
from source import find_nearest_gridpoint

# Define the test case
def test_find_nearest_gridpoint():
    grid_lat = [1, 2, 3, 4]
    grid_lon = [1, 2, 3, 4]
    olat = 2.5
    olon = 2.5
    nx = 4
    ny = 4
    dx = 1
    dy = 1
    data = [10, 11, 12, 13]

    # Call the function with defined parameters
    result = find_nearest_gridpoint(grid_lat, grid_lon, olat, olon, nx, ny, dx, dy, data)

    # Check if the returned value is in the data list
    assert result in data

# This is to run the test
if __name__ == ""__main__"":
    test_find_nearest_gridpoint()",100.0
"def foldr_lazy(combine, initial, xs):
    
    return xs.foldr_lazy(combine, initial)","# test_source.py
import sys
sys.path.append('.')  # To import source from the same directory
import source  # Import your source file
import pytest

def test_foldr_lazy():
    # Define a simple combine function to test foldr_lazy
    def combine(x, y):
        return x + y
    
    # Define a list of numbers to test with
    xs = [1, 2, 3, 4]
    
    # Define the expected result
    expected_result = 10
    
    # Assert that the result of foldr_lazy is as expected
    assert source.foldr_lazy(combine, 0, xs) == expected_result",100.0
"def gradient(scalar, coord_sys):
    
    return coord_sys.delop(scalar).doit()","import pytest
import sympy as sp
import source  # assuming the original code is in source.py

def test_gradient():
    scalar = sp.symbols('x')
    coord_sys = sp.Matrix([x, y, z])
    assert source.gradient(scalar, coord_sys) == coord_sys.delop(scalar).doit()",100.0
"import numpy

def weighted_mean(values, weights, ignore_nan=True):
    
    if not ignore_nan and (any(numpy.isnan(values)) or any(numpy.isnan(weights))):
        return numpy.nan

    values = 1. * numpy.array(values)
    weights = 1. * numpy.array(weights)

    tfs = numpy.logical_and(numpy.logical_not(numpy.isnan(values)), weights > 0)
    values = numpy.extract(tfs, values)
    weights = numpy.extract(tfs, weights)
    if values.size == 0:
        return numpy.nan

    return numpy.average(values, weights=weights)","# test_source.py
import pytest
import numpy
from source import weighted_mean

def test_weighted_mean():
    # Test with normal values
    values = [1, 2, 3, 4, 5]
    weights = [1, 2, 3, 4, 5]
    assert weighted_mean(values, weights) == 3.2

    # Test with ignore_nan = False
    values = [1, 2, numpy.nan, 4, 5]
    weights = [1, 2, 3, 4, 5]
    assert weighted_mean(values, weights, ignore_nan=False) == numpy.nan

    # Test with all nan values
    values = [numpy.nan, numpy.nan, numpy.nan, numpy.nan, numpy.nan]
    weights = [1, 2, 3, 4, 5]
    assert weighted_mean(values, weights) == numpy.nan

    # Test with all zero weights
    values = [1, 2, 3, 4, 5]
    weights = [0, 0, 0, 0, 0]
    assert weighted_mean(values, weights) == numpy.nan",100.0
"def normalize(img, mean, std):
    
    return (img - mean) / std","import sys
sys.path.append(""."")
import source  # assuming the source code is in the same directory

def test_normalize():
    mean = 100
    std = 50
    img = 150
    expected_output = (img - mean) / std
    assert source.normalize(img, mean, std) == expected_output",100.0
"def exact_predictive_mean(full_covar, full_mean, train_labels, num_train, likelihood, precomputed_cache=None):
    
    if not num_train:
        return full_mean, None

    if not hasattr(full_covar, ""exact_predictive_mean""):
        from ..lazy.non_lazy_tensor import NonLazyTensor

        full_covar = NonLazyTensor(full_covar)
    return full_covar.exact_predictive_mean(full_mean, train_labels, num_train, likelihood, precomputed_cache)","# test_exact_predictive_mean.py
import pytest
from lazy_import import lazy_import_module
from pathlib import Path
import sys

sys.path.append(str(Path(__file__).parent.parent))  # Adds src directory to the import path

from source import exact_predictive_mean  # Import original function

lazy_import_module('non_lazy_tensor', '..lazy')  # Import module containing NonLazyTensor

# Mocking objects for testing
class MockNonLazyTensor:
    def __init__(self, data):
        self.data = data

    def exact_predictive_mean(self, full_mean, train_labels, num_train, likelihood, precomputed_cache=None):
        return self.data


@pytest.mark.parametrize(""full_covar, full_mean, train_labels, num_train, likelihood, precomputed_cache, expected_result"", [
    (['covariance_data'], ['mean_data'], ['label_data'], 10, 'likelihood_data', None, (['expected_mean'], None)),
    (['covariance_data'], ['mean_data'], ['label_data'], 0, 'likelihood_data', None, (['mean_data'], None)),
    (MockNonLazyTensor(['covariance_data']), ['mean_data'], ['label_data'], 10, 'likelihood_data', None, (['expected_mean'], None)),
])
def test_exact_predictive_mean(full_covar, full_mean, train_labels, num_train, likelihood, precomputed_cache, expected_result):
    result = exact_predictive_mean(full_covar, full_mean, train_labels, num_train, likelihood, precomputed_cache)
    assert result == expected_result",100.0
"def cf(x_coord, y_coord, sample_image):
    
    numrows, numcols = sample_image.shape
    col = int(x_coord + 0.5)
    row = int(y_coord + 0.5)
    if 0 <= col < numcols and 0 <= row < numrows:
        z_coord = sample_image[row, col]
        return 'x=%1.4f, y=%1.4f, z=%1.4f' % (x_coord, y_coord, z_coord)
    return 'x=%1.4f, y=%1.4f' % (x_coord, y_coord)","# test_source.py
import pytest
from source import cf
import numpy as np

def test_cf():
    sample_image = np.array([[1, 2, 3], [4, 5, 6], [7, 8, 9]])
    assert cf(1.3, 2.7, sample_image) == 'x=1.30, y=2.70, z=5'
    assert cf(3.5, 3.5, sample_image) == 'x=3.50, y=3.50'
    assert cf(0, 0, sample_image) == 'x=0.00, y=0.00'
    assert cf(3, 3, sample_image) == 'x=3.00, y=3.00, z=6'",100.0
"def bernoulli_mean_and_var(observed_clicks, samples):
    
    if samples > 0:
        observed_success_rate = observed_clicks / float(samples)
    else:
        observed_success_rate = 0.0

    # We use the fact that the Beta distribution is the cojugate prior to the binomial distribution
    # http://en.wikipedia.org/wiki/Beta_distribution
    alpha = observed_clicks + 1
    beta = samples - observed_clicks + 1
    observed_variance = (alpha * beta) / float((alpha + beta) * (alpha + beta) * (alpha + beta + 1))

    return observed_success_rate, observed_variance","import pytest
from source import bernoulli_mean_and_var

def test_bernoulli_mean_and_var():
    observed_clicks, samples = 100, 200
    expected_success_rate, expected_variance = bernoulli_mean_and_var(observed_clicks, samples)
    
    assert expected_success_rate == pytest.approx(0.5, 0.01), ""Incorrect mean""
    assert expected_variance == pytest.approx(0.25, 0.01), ""Incorrect variance""


def test_bernoulli_mean_and_var_no_clicks():
    observed_clicks, samples = 0, 200
    expected_success_rate, expected_variance = bernoulli_mean_and_var(observed_clicks, samples)
    
    assert expected_success_rate == pytest.approx(0.0, 0.01), ""Incorrect mean""
    assert expected_variance == pytest.approx(0.25, 0.01), ""Incorrect variance""


def test_bernoulli_mean_and_var_all_clicks():
    observed_clicks, samples = 200, 200
    expected_success_rate, expected_variance = bernoulli_mean_and_var(observed_clicks, samples)
    
    assert expected_success_rate == pytest.approx(1.0, 0.01), ""Incorrect mean""
    assert expected_variance == pytest.approx(0.0, 0.01), ""Incorrect variance""",100.0
"import torch

def one_hot(indices, depth):
    

    encoded_indicies = torch.zeros(indices.size() + torch.Size([depth]))
    if indices.is_cuda:
        encoded_indicies = encoded_indicies.cuda()
    index = indices.view(indices.size()+torch.Size([1]))
    encoded_indicies = encoded_indicies.scatter_(1,index,1)

    return encoded_indicies","import pytest
import torch

def one_hot(indices, depth):
    encoded_indicies = torch.zeros(indices.size() + torch.Size([depth]))
    if indices.is_cuda:
        encoded_indicies = encoded_indicies.cuda()
    index = indices.view(indices.size()+torch.Size([1]))
    encoded_indicies = encoded_indicies.scatter_(1,index,1)

    return encoded_indicies

def test_one_hot():
    indices = torch.LongTensor([1, 0, 2])
    depth = 3
    result = one_hot(indices, depth)

    # check if the generated tensor has the expected shape
    assert result.shape == indices.size() + torch.Size([depth])

    # check if the value at the indices in the original tensor is changed to 1
    assert (result.squeeze()[indices] == 1).all()

    # check if the other values are 0
    assert (result.squeeze()[1 - indices] == 0).all()

if __name__ == ""__main__"":
    test_one_hot()",100.0
"def euler_step(force, state, time, dt):
    
    derivatives = force(state, time)
    new_state = state + derivatives * dt
    return new_state","import pytest
import numpy as np
import source

def test_euler_step():
    force_func = lambda state, t: np.array([1, 1])  # simple test force function
    initial_state = np.array([0, 0])  # initial state
    time = 0  # time
    dt = 0.1  # time step

    # Test with some arbitrary values
    state_at_t0 = np.array([0, 0])
    state_at_t1 = source.euler_step(force_func, state_at_t0, time, dt)
    assert np.allclose(state_at_t1, np.array([0.1, 0.1]))

    # Test with some arbitrary values
    state_at_t0 = np.array([1, 1])
    state_at_t1 = source.euler_step(force_func, state_at_t0, time, dt)
    assert np.allclose(state_at_t1, np.array([1.1, 1.1]))",100.0
"def calculate_desired_noise_rms(clean_rms, snr):
    
    noise_rms = clean_rms / (10 ** (snr / 20))
    return noise_rms","# test_source.py

from source import calculate_desired_noise_rms

def test_calculate_desired_noise_rms():
    
    # Test with known values
    assert calculate_desired_noise_rms(100, 20) == 51.0

    # Test with negative SNR
    assert calculate_desired_noise_rms(100, -20) == float('inf')

    # Test with zero SNR
    assert calculate_desired_noise_rms(100, 0) == 100",100.0
"def xy_to_coords(xs, ys, gt):
    

    cx = gt[0] + (xs + 0.5) * gt[1]
    cy = gt[3] + (ys + 0.5) * gt[5]

    return cx, cy","# test_source.py
import pytest
import os
import sys
sys.path.insert(0, os.path.abspath(os.path.join(os.path.dirname(__file__), '..')))
from source import xy_to_coords

def test_xy_to_coords():
    gt = [1, 2, 3, 4, 5, 6]
    xs, ys = 1, 2
    expected_result = (3, 5)
    result = xy_to_coords(xs, ys, gt)
    assert result == expected_result",100.0
"def compute_M1(formula, abundance):
    
    M1_intensity = (
        (formula[""C""] * abundance[""C[12]""]**(formula[""C""]-1)
         * abundance[""C[13]""]
         * abundance[""H[1]""]**formula[""H""]
         * abundance[""N[14]""]**formula[""N""]
         * abundance[""O[16]""]**formula[""O""]
         * abundance[""S[32]""]**formula[""S""])

        + (formula[""H""] * abundance[""C[12]""]**formula[""C""]
           * abundance[""H[1]""]**(formula[""H""]-1) * abundance[""H[2]""]
           * abundance[""N[14]""]**formula[""N""]
           * abundance[""O[16]""]**formula[""O""]
           * abundance[""S[32]""]**formula[""S""])

        + (formula[""N""] * abundance[""C[12]""]**formula[""C""]
           * abundance[""H[1]""]**formula[""H""]
           * abundance[""N[14]""]**(formula[""N""]-1) * abundance[""N[15]""]
           * abundance[""O[16]""]**formula[""O""]
           * abundance[""S[32]""]**formula[""S""])

        + (formula[""O""] * abundance[""C[12]""]**formula[""C""]
           * abundance[""H[1]""]**formula[""H""]
           * abundance[""N[14]""]**formula[""N""]
           * abundance[""O[16]""]**(formula[""O""]-1) * abundance[""O[17]""]
           * abundance[""S[32]""]**formula[""S""])

        + (formula[""S""] * abundance[""C[12]""]**formula[""C""]
           * abundance[""H[1]""]**formula[""H""]
           * abundance[""N[14]""]**formula[""N""]
           * abundance[""O[16]""]**formula[""O""]
           * abundance[""S[32]""]**(formula[""S""]-1) * abundance[""S[33]""])
    )
    return M1_intensity","import pytest
from source import compute_M1

def test_compute_M1():
    formula = {""C"": 2, ""H"": 2, ""N"": 1, ""O"": 1, ""S"": 1}
    abundance = {""C[12]"": 1, ""H[1]"": 1, ""H[2]"": 1, ""N[14]"": 1, ""O[16]"": 1, ""S[32]"": 1}
    assert compute_M1(formula, abundance) == 1.0",100.0
"def posterior_sf_compute(prior_flux, sfs):
    
    assert prior_flux.shape[0] == sfs.shape[0]
    assert prior_flux.shape[1] == 72
    assert sfs.shape[1] == 72

    return prior_flux * sfs","# test_posterior_sf_compute.py

import pytest
import numpy as np
import source  # this is the assumption, replace with actual import

def test_posterior_sf_compute_shape():
    prior_flux = np.random.rand(100, 72)
    sfs = np.random.rand(100, 72)
    result = source.posterior_sf_compute(prior_flux, sfs)

    assert isinstance(result, np.ndarray)  # just to make sure the function returns a numpy array
    assert result.shape[0] == prior_flux.shape[0]
    assert result.shape[1] == prior_flux.shape[1]",100.0
"def calculate_shape_keeping_aspect_ratio(height: int, width: int, min_size: int, max_size: int):
    
    ratio_min = min_size / min(height, width)
    ratio_max = max_size / max(height, width)
    ratio = min(ratio_min, ratio_max)
    return int(round(height * ratio)), int(round(width * ratio))","import pytest
from source import calculate_shape_keeping_aspect_ratio

def test_calculate_shape_keeping_aspect_ratio():
    result = calculate_shape_keeping_aspect_ratio(8, 10, 5, 15)
    assert result == (5, 10), ""The function did not return the expected value""",100.0
"def inverse_strongly_correlated_distribution(R, seed=0):
    
    return {
        ""weight_generator"": lambda p: p + R / 10,
        ""profit_generator"": lambda w: seed.uniform(1, R),
        ""profit_first"": True,
    }","import pytest
import os
import sys
sys.path.append(os.path.join(os.path.dirname(__file__), '..'))
from source import inverse_strongly_correlated_distribution

def test_inverse_strongly_correlated_distribution():
    R = 10
    seed = 0
    result = inverse_strongly_correlated_distribution(R, seed)
    assert result[""profit_first""] == True
    assert ""weight_generator"" in result
    assert ""profit_generator"" in result
    assert callable(result[""weight_generator""])
    assert callable(result[""profit_generator""])",100.0
